filename,person,class_name,split,data_type,augmentation,source_filename
professor_train_aug_horizontal_flip_0006.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0005.jpg
professor_train_aug_brightness_0006.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0005.jpg
professor_train_aug_rotation_0006.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0005.jpg
professor_train_aug_gaussian_noise_0006.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0005.jpg
professor_train_original_0007.jpg,professor,class_B,train,original,none,professor_0013.jpg
professor_train_aug_horizontal_flip_0007.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0013.jpg
professor_train_aug_brightness_0007.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0013.jpg
professor_train_aug_rotation_0007.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0013.jpg
professor_train_aug_gaussian_noise_0007.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0013.jpg
professor_train_original_0008.jpg,professor,class_B,train,original,none,professor_0011.jpg
professor_train_aug_horizontal_flip_0008.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0011.jpg
professor_train_aug_brightness_0008.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0011.jpg
professor_train_aug_rotation_0008.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0011.jpg
professor_train_aug_gaussian_noise_0008.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0011.jpg
professor_train_original_0009.jpg,professor,class_B,train,original,none,professor_0022.jpg
professor_train_aug_horizontal_flip_0009.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0022.jpg
professor_train_aug_brightness_0009.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0022.jpg
professor_train_aug_rotation_0009.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0022.jpg
professor_train_aug_gaussian_noise_0009.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0022.jpg
professor_train_original_0010.jpg,professor,class_B,train,original,none,professor_0001.jpg
professor_train_aug_horizontal_flip_0010.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0001.jpg
professor_train_aug_brightness_0010.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0001.jpg
professor_train_aug_rotation_0010.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0001.jpg
professor_train_aug_gaussian_noise_0010.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0001.jpg
professor_train_original_0011.jpg,professor,class_B,train,original,none,professor_0002.jpg
professor_train_aug_horizontal_flip_0011.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0002.jpg
professor_train_aug_brightness_0011.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0002.jpg
professor_train_aug_rotation_0011.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0002.jpg
professor_train_aug_gaussian_noise_0011.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0002.jpg
professor_train_original_0012.jpg,professor,class_B,train,original,none,professor_0025.jpg
professor_train_aug_horizontal_flip_0012.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0025.jpg
professor_train_aug_brightness_0012.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0025.jpg
professor_train_aug_rotation_0012.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0025.jpg
professor_train_aug_gaussian_noise_0012.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0025.jpg
professor_train_original_0013.jpg,professor,class_B,train,original,none,professor_0003.jpg
professor_train_aug_horizontal_flip_0013.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0003.jpg
professor_train_aug_brightness_0013.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0003.jpg
professor_train_aug_rotation_0013.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0003.jpg
professor_train_aug_gaussian_noise_0013.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0003.jpg
professor_train_original_0014.jpg,professor,class_B,train,original,none,professor_0021.jpg
professor_train_aug_horizontal_flip_0014.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0021.jpg
professor_train_aug_brightness_0014.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0021.jpg
professor_train_aug_rotation_0014.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0021.jpg
professor_train_aug_gaussian_noise_0014.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0021.jpg
professor_train_original_0015.jpg,professor,class_B,train,original,none,professor_0026.jpg
professor_train_aug_horizontal_flip_0015.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0026.jpg
professor_train_aug_brightness_0015.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0026.jpg
professor_train_aug_rotation_0015.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0026.jpg
professor_train_aug_gaussian_noise_0015.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0026.jpg
professor_train_original_0016.jpg,professor,class_B,train,original,none,professor_0018.jpg
professor_train_aug_horizontal_flip_0016.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0018.jpg
professor_train_aug_brightness_0016.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0018.jpg
professor_train_aug_rotation_0016.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0018.jpg
professor_train_aug_gaussian_noise_0016.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0018.jpg
professor_train_original_0017.jpg,professor,class_B,train,original,none,professor_0029.jpg
professor_train_aug_horizontal_flip_0017.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0029.jpg
professor_train_aug_brightness_0017.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0029.jpg
professor_train_aug_rotation_0017.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0029.jpg
professor_train_aug_gaussian_noise_0017.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0029.jpg
professor_train_original_0018.jpg,professor,class_B,train,original,none,professor_0020.jpg
professor_train_aug_horizontal_flip_0018.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0020.jpg
professor_train_aug_brightness_0018.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0020.jpg
professor_train_aug_rotation_0018.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0020.jpg
professor_train_aug_gaussian_noise_0018.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0020.jpg
professor_train_original_0019.jpg,professor,class_B,train,original,none,professor_0007.jpg
professor_train_aug_horizontal_flip_0019.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0007.jpg
professor_train_aug_brightness_0019.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0007.jpg
professor_train_aug_rotation_0019.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0007.jpg
professor_train_aug_gaussian_noise_0019.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0007.jpg
professor_train_original_0020.jpg,professor,class_B,train,original,none,professor_0010.jpg
professor_train_aug_horizontal_flip_0020.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0010.jpg
professor_train_aug_brightness_0020.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0010.jpg
professor_train_aug_rotation_0020.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0010.jpg
professor_train_aug_gaussian_noise_0020.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0010.jpg
professor_train_original_0021.jpg,professor,class_B,train,original,none,professor_0014.jpg
professor_train_aug_horizontal_flip_0021.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0014.jpg
professor_train_aug_brightness_0021.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0014.jpg
professor_train_aug_rotation_0021.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0014.jpg
professor_train_aug_gaussian_noise_0021.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0014.jpg
professor_train_original_0022.jpg,professor,class_B,train,original,none,professor_0019.jpg
professor_train_aug_horizontal_flip_0022.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0019.jpg
professor_train_aug_brightness_0022.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0019.jpg
professor_train_aug_rotation_0022.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0019.jpg
professor_train_aug_gaussian_noise_0022.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0019.jpg
professor_train_original_0023.jpg,professor,class_B,train,original,none,professor_0006.jpg
professor_train_aug_horizontal_flip_0023.jpg,professor,class_B,train,conventional_augmented,horizontal_flip,professor_0006.jpg
professor_train_aug_brightness_0023.jpg,professor,class_B,train,conventional_augmented,brightness,professor_0006.jpg
professor_train_aug_rotation_0023.jpg,professor,class_B,train,conventional_augmented,rotation,professor_0006.jpg
professor_train_aug_gaussian_noise_0023.jpg,professor,class_B,train,conventional_augmented,gaussian_noise,professor_0006.jpg
professor_val_original_0000.jpg,professor,class_B,val,original,none,professor_0017.jpg
professor_val_original_0001.jpg,professor,class_B,val,original,none,professor_0027.jpg
professor_val_original_0002.jpg,professor,class_B,val,original,none,professor_0008.jpg
professor_test_original_0000.jpg,professor,class_B,test,original,none,professor_0009.jpg
professor_test_original_0001.jpg,professor,class_B,test,original,none,professor_0023.jpg
professor_test_original_0002.jpg,professor,class_B,test,original,none,professor_0015.jpg
